Timestamp,X,Y,Polarity
39364,34,55,0
39366,71,70,0
39369,152,71,0
39370,94,68,1
39372,66,68,1
39380,187,61,1
39404,131,19,1
39409,137,19,1
39409,92,74,0
39418,159,70,0
39425,134,78,0
39426,103,78,1
39427,150,58,1
39429,130,58,1
39437,56,57,0
39439,121,61,0
39454,110,61,1
39457,61,108,0
39465,124,84,0
39465,80,58,0
39467,136,56,0
39468,51,76,0
39468,37,56,1
39472,163,69,0
39479,56,75,0
39490,105,63,1
39494,88,63,1
39494,96,75,0
39507,184,61,0
39511,62,65,1
39513,152,65,1
39513,174,52,0
39521,126,25,1
39525,83,74,0
39531,180,55,0
39532,71,76,0
39534,174,70,0
39535,169,58,1
39536,29,88,1
39544,187,62,1
39553,195,62,1
39554,137,83,0
39566,101,39,0
39568,169,62,0
39574,64,65,1
39577,35,64,1
39577,61,65,1
39578,58,58,0
39579,96,95,1
39586,115,86,0
39591,41,72,0
39591,31,44,1
39593,179,69,0
39603,103,82,0
39607,163,61,1
39613,44,61,1
39615,137,49,1
39617,101,76,0
39617,41,82,0
39618,36,61,0
39619,142,55,1
39625,37,53,1
39630,149,60,1
39638,182,68,0
39638,78,68,1
39639,101,86,0
39640,94,75,0
39644,146,71,0
39654,138,77,0
39655,43,54,0
39663,64,87,1
39664,149,54,0
39677,145,57,0
39678,114,57,1
39679,57,66,1
39685,40,60,1
39687,192,60,1
39687,192,65,0
39692,49,79,0
39693,163,58,1
39699,162,58,1
39700,171,58,1
39701,66,67,1
39701,68,5,0
39702,154,70,0
39705,162,70,0
39711,97,93,1
39720,136,59,1
39722,113,88,0
39727,32,44,1
39734,79,75,0
39735,143,57,0
39739,77,64,1
39746,101,64,1
39746,76,64,1
39747,171,62,1
39752,145,62,1
39755,127,83,0
39756,66,76,0
39757,131,51,1
39759,172,70,0
39761,70,75,0
39766,86,74,0
39772,34,42,1
39774,193,64,0
39777,52,60,0
39778,144,51,0
39779,36,65,0
39781,163,70,0
39782,33,63,0
39783,102,81,1
39788,68,69,0
39794,59,76,0
39798,39,48,0
39803,51,57,1
39805,43,57,1
39807,41,57,0
39809,143,52,0
39810,93,68,1
39817,89,74,0
39818,91,75,0
39823,180,69,0
39825,149,59,1
39828,154,59,1
39829,93,74,0
39829,139,53,0
39830,32,59,0
39835,157,70,0
39841,76,75,0
39849,113,77,0
39850,176,69,0
39856,90,65,1
39857,106,65,1
39857,57,67,1
39867,37,59,0
39871,145,59,1
39871,174,69,0
39877,38,48,0
39878,39,49,0
39885,148,53,0
39890,124,83,0
39892,148,71,0
39893,149,53,0
39895,135,19,1
39897,132,19,1
39898,128,19,1
39898,167,62,0
39899,167,69,0
39901,34,51,1
39904,80,75,0
39909,68,58,0
39910,139,75,0
39912,142,54,1
39914,106,85,0
39914,145,54,1
39916,100,85,1
39917,44,54,0
39926,178,60,1
39933,144,60,1
39933,61,108,0
39936,185,61,1
39940,195,61,1
39941,144,49,1
39941,143,49,1
39941,117,94,1
39945,142,71,0
39947,119,52,1
39956,183,67,0
39957,144,56,0
39958,193,65,0
39959,42,65,1
39960,37,64,0
39964,79,68,1
39965,177,69,0
39968,186,58,1
39972,82,74,0
39973,114,85,0
39982,49,54,0
39982,100,76,0
39989,140,60,1
39990,37,55,0
39993,136,18,1
39997,142,52,0
39998,84,75,0
39999,85,75,0
40009,178,45,1
40012,129,67,1
40012,173,69,0
40015,123,84,0
40021,183,61,1
40025,150,61,1
40028,161,70,0
40032,73,70,1
40033,110,57,0
40034,91,63,1
40035,86,75,0
40036,141,49,1
40037,130,56,0
40038,140,56,1
40039,182,69,0
40043,72,58,0
40044,85,56,0
40045,61,75,0
40047,141,58,0
40048,118,55,1
40051,148,55,1
40051,83,68,1
40054,119,68,1
40054,72,75,0
40056,85,67,1
40058,137,58,1
40064,144,59,1
40065,190,59,1
40066,190,66,0
40069,143,48,1
40074,117,46,1
40078,147,46,1
40082,102,98,0
40086,140,53,0
40092,35,53,1
40093,152,70,0
40093,69,75,0
40095,41,66,1
40096,131,80,0
40096,189,66,0
40097,125,61,0
40100,38,61,1
40105,101,63,1
40111,39,56,1
40120,36,56,1
40121,184,60,1
40125,176,60,1
40128,164,70,0
40131,123,83,0
40132,177,47,1
40139,125,83,0
40141,145,52,0
40143,112,59,1
40145,125,59,1
40145,40,68,1
40148,40,48,1
40148,40,48,0
40158,58,73,1
40159,184,61,0
40163,36,47,0
40166,50,74,0
40168,166,53,0
40169,45,57,0
40170,175,70,0
40179,141,72,0
40185,132,80,0
40189,43,63,1
40193,96,98,0
40194,45,84,0
40199,102,76,0
40202,130,28,1
40212,68,66,1
40214,61,66,1
40215,134,57,0
40225,37,47,0
40232,117,84,0
40232,94,74,0
40234,46,83,0
40243,115,84,0
40248,93,73,0
40250,106,56,0
40254,34,63,0
40255,108,63,1
40255,97,63,1
40255,58,67,1
40258,87,67,1
40260,124,84,0
40264,98,74,0
40265,74,76,0
40266,75,76,0
40268,125,84,0
40269,87,74,0
40271,144,52,0
40274,172,69,0
40277,170,58,1
40279,161,58,1
40283,70,65,1
40285,69,65,1
40285,225,50,1
40295,58,66,1
40300,73,68,1
40303,83,75,0
40303,80,68,1
40317,125,27,1
40318,126,83,0
40324,49,57,1
40327,173,60,1
40333,90,63,1
40335,147,50,0
40335,126,63,0
40342,58,75,0
40352,139,51,0
40361,100,86,1
40364,99,76,0
40366,34,67,0
40369,86,67,1
40369,118,67,1
40370,82,58,0
40379,109,66,0
40380,40,54,0
40382,178,69,0
40383,190,67,0
40388,78,75,0
40388,36,48,0
40390,44,58,0
40390,42,72,0
40392,147,58,0
40395,125,82,0
40398,190,107,0
40404,139,57,1
40406,117,57,1
40406,45,54,0
40407,189,67,0
40408,49,78,0
40411,97,75,0
40412,118,41,1
40421,107,93,0
40422,145,61,1
40424,43,61,1
40425,118,84,0
40426,36,70,1
40430,36,70,1
40430,153,70,0
40431,33,55,0
40437,27,74,0
40438,29,88,1
40439,35,57,1
40440,145,60,1
40445,36,55,0
40445,142,60,1
40453,77,58,0
40460,9,88,1
40461,142,49,1
40464,133,19,1
40466,104,56,0
40466,141,56,1
40467,64,64,1
40467,179,59,1
40469,105,59,1
40470,103,98,0
40471,68,75,0
40476,39,84,0
40478,111,88,0
40482,42,47,1
40487,44,80,1
40488,107,80,1
40489,61,67,1
40493,92,67,1
40493,46,54,0
40495,142,58,0
40499,160,58,1
40502,104,63,1
40503,168,62,0
40506,188,62,1
40507,61,108,0
40510,66,58,0
40516,38,44,1
40517,122,44,1
40517,127,23,1
40529,103,77,0
40532,115,87,0
40536,74,75,0
40537,69,76,0
40542,74,64,1
40543,168,64,1
40545,151,71,0
40547,54,60,0
40550,31,42,1
40551,157,61,1
40553,188,61,1
40554,112,58,1
40555,50,60,0
40556,148,72,0
40558,77,75,0
40559,48,60,0
40560,183,60,1
40560,32,55,0
40566,123,33,1
40566,122,84,0
40569,39,46,0
40572,54,57,1
40573,72,76,0
40579,98,90,1
40582,195,20,0
40583,147,71,0
40584,82,75,0
40586,137,54,0
40590,153,59,1
40593,99,88,1
40598,182,55,0
40599,67,75,0
40604,132,78,0
40611,110,89,0
40612,107,94,0
40622,36,69,1
40626,36,69,1
40634,165,62,1
40635,103,62,1
40635,153,71,0
40636,85,74,0
40640,139,59,0
40641,39,85,0
40647,144,71,0
40647,109,63,1
40648,165,63,1
40656,41,56,1
40667,85,64,1
40678,73,64,1
40678,140,75,0
40680,103,76,0
40680,83,49,1
40685,170,70,0
40685,136,59,0
40687,57,75,0
40689,180,54,1
40691,143,54,1
40691,171,70,0
40692,42,54,0
40693,81,75,0
40694,37,42,1
40697,35,42,1
40699,53,75,0
40700,34,54,0
40703,35,55,0
40708,75,77,0
40708,141,55,1
40714,145,71,0
40715,38,56,1
40717,132,56,1
40719,166,58,1
40726,47,74,0
40727,199,12,0
40732,142,26,0
40735,177,59,1
40736,143,51,0
40736,158,59,1
40738,191,66,0
40739,37,43,1
40740,102,84,0
40741,99,56,0
40744,195,64,0
40746,143,71,0
40748,95,75,0
40753,98,99,0
40759,105,96,0
40760,106,62,1
40766,47,54,0
40769,36,53,1
40770,36,53,1
40771,158,70,0
40772,45,60,1
40774,52,53,0
40777,113,15,0
40779,179,68,0
40780,82,68,1
40781,42,58,1
40784,170,53,0
40790,144,62,1
40793,107,62,1
40793,40,69,1
40797,61,76,0
40799,52,57,1
40801,183,57,1
40801,182,57,1
40804,130,19,1
40818,129,19,1
40818,137,56,0
40822,144,70,0
40822,103,90,0
40826,101,98,0
40827,136,59,0
40832,45,59,1
40833,43,60,0
40833,127,59,1
40835,131,62,0
40836,42,60,0
40842,60,67,1
40843,63,67,1
40843,143,72,0
40846,143,58,0
40847,168,58,1
40848,158,58,1
40848,37,79,1
40849,186,59,0
40850,46,82,0
40851,181,69,0
40852,93,75,0
40853,135,57,0
40854,95,99,0
40855,95,74,0
40857,118,83,0
40859,47,81,0
40874,98,98,0
40878,113,86,0
40880,172,60,1
40881,180,60,1
40882,32,57,1
40884,32,57,1
40885,109,83,0
40885,52,76,0
40886,41,54,0
40887,49,74,0
40888,86,57,0
40890,41,85,0
40892,185,55,0
40900,140,62,1
40901,154,71,0
40904,225,71,1
40904,70,20,0
40907,70,58,0
40908,35,66,0
40909,102,82,1
40911,69,69,0
40913,42,82,0
40921,43,85,0
40925,39,44,1
40927,30,44,1
40928,173,70,0
40928,185,68,0
40932,185,65,0
40934,38,54,0
40935,174,51,0
40945,48,57,1
40946,132,57,1
40946,174,57,1
40952,35,71,0
40956,173,58,1
40956,60,66,1
40963,114,53,1
40965,191,59,1
40966,134,77,0
40969,95,67,1
40972,64,67,1
40973,136,59,0
40973,72,67,1
40973,130,81,0
40974,97,99,0
40977,119,45,1
40983,44,56,1
40984,123,32,1
40985,78,64,1
40986,143,70,0
40987,150,71,0
40992,69,71,1
40992,128,81,0
40994,46,55,1
40996,170,63,1
40998,176,59,1
41000,140,59,0
41001,134,59,1
41001,41,59,1
41001,159,61,1
41006,131,81,0
41010,35,47,0
41013,38,55,0
41018,184,61,0
41020,143,60,1
41021,136,24,0
41023,55,75,0
41024,70,76,0
41025,116,77,0
41028,40,85,0
41031,63,31,1
41032,102,62,1
41043,145,57,0
41047,65,58,0
41053,170,52,0
41055,147,43,1
41057,38,43,1
41058,42,108,1
41058,165,70,0
41063,167,70,0
41064,66,65,1
41066,144,57,0
41066,122,63,0
41067,73,76,0
41070,35,48,0
41072,133,48,0
41073,44,81,0
41075,168,70,0
41076,59,68,1
41078,153,61,1
41078,77,68,1
41080,160,61,1
41087,118,62,0
41092,183,69,0
41097,75,64,1
41098,188,67,0
41098,39,53,1
41102,113,83,0
41116,136,59,0
41118,189,59,1
41119,97,57,0
41125,37,48,0
41127,94,68,1
41129,41,68,1
41130,69,66,1
41138,128,82,0
41141,134,19,1
41143,137,55,0
41151,152,61,1
41151,38,69,1
41152,120,39,1
41154,96,96,1
41155,76,58,0
41158,68,71,1
41161,149,71,0
41161,40,56,1
41163,54,75,0
41164,98,56,0
41165,133,59,1
41170,126,59,1
41170,43,84,0
41171,40,62,0
41172,78,58,0
41173,29,42,1
41179,37,71,0
41179,122,85,0
41180,181,68,0
41183,123,68,1
41184,156,70,0
41196,111,89,0
41202,99,99,0
41203,178,52,0
41204,136,49,1
41206,114,84,0
41206,41,61,0
41208,40,57,0
41208,132,38,1
41215,127,82,0
41218,99,63,1
41228,166,63,1
41231,43,59,0
41234,156,59,1
41234,58,93,1
41235,48,54,0
41238,119,84,0
41239,24,73,1
41240,131,55,0
41243,166,70,0
41246,103,84,0
41251,167,60,1
41257,194,60,1
41258,108,87,0
41258,33,57,1
41260,117,94,1
41263,120,84,0
41264,135,80,0
41266,96,99,0
41267,11,19,1
41269,11,19,1
41273,98,76,0
41274,136,59,0
41275,172,58,1
41279,30,51,0
41284,93,62,1
41286,160,62,1
41286,108,62,1
41287,38,85,0
41288,39,47,0
41296,53,68,1
41304,54,68,1
41305,68,76,0
41306,87,75,0
41309,34,57,1
41314,100,98,0
41314,154,57,1
41316,39,69,1
41317,45,70,1
41319,35,70,1
41320,124,84,0
41320,35,62,0
41321,63,75,0
41322,63,76,0
41323,169,70,0
41324,135,50,1
41326,136,25,0
41327,65,76,0
41328,128,59,1
41329,160,59,1
41330,27,74,0
41335,93,63,1
41337,37,60,0
41338,141,60,1
41339,179,69,0
41341,82,57,0
41345,36,57,1
41345,172,57,1
41345,123,63,0
41346,143,55,1
41352,113,79,1
41356,115,79,1
41356,120,79,1
41356,106,79,1
41357,66,75,0
41358,60,75,0
41361,140,72,0
41365,147,45,1
41366,164,58,1
41370,106,54,0
41377,68,65,1
41378,130,63,0
41379,136,81,0
41384,50,78,0
41388,80,76,0
41391,186,68,0
41392,162,70,0
41395,140,51,0
41404,81,65,0
41410,52,69,1
41416,37,69,1
41417,72,71,1
41417,43,54,0
41437,36,66,0
41444,63,66,1
41444,194,65,0
41448,211,38,0
41450,67,76,0
41473,98,63,1
41484,109,62,1
41491,104,62,1
41492,176,53,0
41495,143,53,0
41496,187,56,0
41497,99,64,1
41505,71,76,0
41512,50,57,1
41512,181,57,1
41512,126,24,1
41512,162,61,1
41513,39,63,0
41514,34,55,0
41516,144,55,1
41523,39,59,0
41530,40,58,0
41531,138,49,1
41531,128,58,1
41532,36,61,0
41535,39,61,1
41535,149,61,1
41536,144,54,1
41550,127,54,1
41551,102,77,0
41560,71,67,1
41560,35,67,0
41560,187,67,0
41561,48,73,0
41562,110,83,0
41565,100,76,0
41585,47,82,0
41586,134,43,0
41588,120,68,1
41597,45,82,0
41597,121,46,1
41598,106,80,1
41601,155,70,0
41607,78,76,0
41608,166,62,0
41610,99,62,1
41610,136,28,0
41611,176,70,0
41612,183,68,0
41615,59,75,0
41621,104,86,1
41627,179,57,1
41629,148,57,1
41629,56,75,0
41633,132,59,1
41638,155,59,1
41638,60,76,0
41640,159,70,0
41642,148,49,1
41643,91,60,1
41643,149,49,1
41645,182,60,1
41654,139,54,0
41659,100,63,1
41661,184,68,0
41678,103,97,0
41679,193,61,1
41680,149,51,1
41683,62,90,1
41686,190,107,0
41690,160,70,0
41692,132,55,0
41693,89,74,0
41694,33,42,1
41696,136,59,0
41697,92,64,1
41705,101,76,0
41713,110,62,1
41718,164,62,1
41718,46,56,1
41719,152,71,0
41722,129,81,0
41726,93,67,1
41727,155,71,0
41731,131,16,0
41732,48,80,0
41733,36,71,0
41735,42,85,0
41737,193,104,0
41738,163,70,0
41739,38,70,1
41739,181,60,1
41740,97,60,1
41740,148,71,0
41742,142,55,1
41743,158,71,0
41744,37,55,0
41746,104,83,0
41747,34,49,0
41760,113,84,0
41763,83,68,1
41767,116,57,1
41769,177,57,1
41770,150,59,1
41775,161,59,1
41775,62,66,1
41776,65,75,0
41780,111,61,1
41785,66,25,1
41786,105,62,1
41789,150,53,0
41792,36,63,1
41794,106,63,1
41794,36,63,1
41795,119,42,1
41800,159,71,0
41802,187,68,0
41803,87,68,1
41811,90,74,0
41812,88,74,0
41823,69,64,1
41827,82,64,1
41828,175,60,1
41835,100,96,0
41836,64,58,0
41846,194,61,1
41848,143,61,1
41849,58,74,0
41850,140,49,1
41851,131,49,1
41852,131,52,1
41853,169,69,0
41854,38,71,0
41855,52,75,0
41856,84,67,1
41865,41,67,1
41865,138,55,0
41867,135,48,1
41873,95,63,1
41874,110,63,1
41878,38,59,0
41882,95,66,0
41888,102,75,0
41890,120,82,0
41891,45,83,0
41912,132,19,1
41914,96,75,0
41916,113,89,0
41918,40,61,0
41919,65,65,1
41921,60,65,1
41921,119,43,0
41923,104,97,0
41927,90,75,0
41928,64,76,0
41929,142,71,0
41937,126,84,0
41938,156,80,1
41950,158,53,0
41951,86,75,0
41952,38,47,0
41954,37,85,0
41955,120,85,0
41958,178,59,1
41962,129,59,1
41963,157,59,1
41965,146,52,1
41966,173,52,0
41967,59,66,1
41981,58,73,0
41984,43,52,0
41991,45,54,0
41992,114,54,1
41993,146,71,0
41996,66,69,1
41997,175,69,0
41999,178,45,1
42006,32,44,1
42007,85,63,1
42011,107,63,1
42011,171,63,1
42014,177,69,0
42023,131,19,1
42025,136,19,1
42025,51,57,1
42032,129,82,0
42043,162,69,0
42044,182,61,1
42046,96,74,0
42047,49,79,0
42054,38,79,1
42057,135,35,0
42068,53,61,0
42070,55,74,0
42083,169,52,0
42089,137,58,1
42090,55,56,1
42094,84,64,1
42096,100,64,1
42097,103,80,1
42103,134,79,0
42107,107,85,0
42108,41,57,0
42111,81,58,0
42116,64,65,1
42121,63,65,1
42121,91,65,1
42121,90,65,1
42121,89,65,1
42122,178,53,0
42122,76,76,0
42128,180,69,0
42130,67,69,1
42131,39,48,0
42136,114,77,0
42139,177,47,0
42142,83,75,0
42144,181,56,0
42146,45,56,1
42146,193,65,0
42149,159,59,1
42151,103,63,1
42157,164,70,0
42166,164,61,1
42168,151,61,1
42168,144,61,1
42169,180,55,0
42170,137,85,0
42173,157,71,0
42176,144,53,0
42179,36,55,0
42181,152,57,1
42181,68,67,1
42182,149,54,0
42184,179,54,1
42185,135,81,0
42188,167,23,1
42191,35,57,1
42195,185,57,1
42195,40,60,1
42198,51,60,0
42199,112,59,1
42201,101,99,0
42209,141,72,0
42214,112,68,1
42216,84,68,1
42216,92,74,0
42224,143,62,1
42228,170,69,0
42231,48,69,1
42232,61,66,1
42234,179,60,1
42238,98,75,0
42238,111,60,1
42240,174,70,0
42242,82,76,0
42243,100,99,0
42244,99,76,0
42255,175,58,1
42263,169,64,1
42267,70,64,1
42268,62,75,0
42270,44,54,0
42271,102,57,0
42272,98,57,0
42275,118,85,0
42280,29,88,0
42281,179,55,0
42282,136,26,0
42311,32,54,0
42314,147,52,1
42315,58,93,1
42316,68,64,1
42322,36,70,1
42325,39,70,1
42325,36,70,1
42329,132,80,0
42335,130,67,1
42338,142,51,0
42341,169,62,0
42342,182,69,0
42347,45,73,0
42348,38,48,0
42352,116,84,0
42355,151,59,1
42356,157,63,1
42357,102,63,1
42358,33,55,0
42358,137,63,1
42359,66,76,0
42361,111,83,0
42362,34,42,1
42364,46,54,0
42364,79,75,0
42366,177,60,1
42369,130,62,0
42373,103,83,0
42380,168,64,1
42381,117,65,0
42391,61,108,1
42394,157,70,0
42396,144,72,0
42397,156,48,0
42397,51,76,0
42401,149,53,0
42402,35,49,0
42407,142,58,0
42408,67,66,1
42409,46,73,0
42410,180,56,0
42411,180,68,0
42418,89,77,1
42420,160,71,0
42426,51,77,0
42426,175,70,0
42430,178,69,0
42432,112,61,0
42435,53,57,1
42439,72,65,1
42440,106,76,0
42441,91,75,0
42445,100,54,0
42450,167,64,1
42461,138,58,1
42462,136,59,1
42463,188,59,1
42464,84,75,0
42465,44,84,0
42466,124,63,0
42468,169,63,1
42468,93,68,1
42470,122,68,1
42470,80,12,1
42473,58,76,0
42489,176,58,1
42490,184,58,1
42491,137,76,0
42493,54,57,1
42496,125,84,0
42497,71,70,0
42506,44,61,1
42507,140,61,1
42508,79,64,1
42508,88,64,1
42509,156,64,1
42509,48,81,0
42515,158,62,1
42517,56,62,1
42518,142,72,0
42519,67,58,0
42522,136,50,1
42525,83,65,0
42530,121,46,1
42549,96,60,1
42556,108,60,1
42556,178,60,1
42557,83,61,1
42557,185,61,1
42566,145,51,0
42566,190,59,1
42567,40,48,0
42574,115,60,0
42575,37,72,0
42576,135,19,1
42578,138,19,1
42578,215,19,0
42579,90,58,0
42579,54,73,0
42580,192,65,0
42581,172,70,0
42583,115,50,1
42587,134,50,1
42588,125,41,1
42592,38,55,0
42595,186,58,1
42600,169,58,1
42601,126,83,0
42604,141,49,1
42619,137,86,0
42621,44,57,1
42629,96,63,1
42630,89,63,1
42630,49,61,0
42631,124,84,0
42633,75,66,1
42635,122,84,0
42638,67,65,1
42642,40,54,0
42647,59,67,1
42648,103,77,0
42649,154,71,0
42651,127,83,0
42653,79,68,1
42654,86,68,1
42654,148,50,1
42655,32,55,0
42657,151,71,0
42671,136,21,1
42674,177,68,0
42675,174,59,1
42676,180,59,1
42677,139,76,0
42677,35,55,0
42679,134,45,0
42685,49,62,0
42686,190,67,0
42689,174,69,0
42699,140,52,0
42701,138,75,0
42711,82,75,0
42713,161,71,0
42716,76,77,0
42717,94,74,0
42721,33,44,1
42725,53,75,0
42729,81,74,0
42730,52,57,1
42737,148,61,1
42738,89,61,1
42739,92,75,0
42740,152,59,1
42741,131,59,1
42742,103,88,1
42743,140,56,1
42748,94,75,0
42752,81,75,0
42755,150,60,1
42756,164,60,1
42757,81,67,1
42758,94,67,1
42759,150,72,0
42760,184,61,1
42761,106,86,0
42763,88,63,1
42766,30,42,1
42773,80,68,1
42778,125,68,1
42778,88,29,1
42779,124,29,1
42781,116,85,0
42783,46,58,1
42784,147,58,0
42784,117,85,0
42787,191,62,1
42789,143,58,0
42789,147,62,1
42790,145,72,0
42792,81,76,0
42798,130,65,1
42799,59,65,1
42799,189,67,0
42804,85,75,0
42805,72,76,0
42808,144,71,0
42811,31,44,1
42819,77,76,0
42821,145,56,0
42824,94,68,1
42825,154,60,1
42829,113,69,1
42836,144,57,0
42837,137,38,0
42838,44,85,0
42839,62,76,0
42840,141,59,0
42842,139,75,0
42843,40,72,0
42857,195,20,1
42858,50,77,0
42868,177,70,0
42873,73,70,1
42874,185,58,1
42878,71,65,1
42879,42,65,1
42879,179,69,0
42880,37,61,0
42883,41,85,0
42884,78,75,0
42897,136,59,1
42902,64,66,1
42909,146,70,0
42909,67,67,1
42909,62,67,1
42911,58,75,0
42921,152,70,0
42922,178,70,0
42923,43,58,1
42933,140,63,1
42934,97,94,1
42941,190,62,1
42951,69,76,0
42952,121,62,0
42954,107,54,0
42955,42,54,0
42960,144,52,0
42962,148,52,1
42968,137,50,1
42972,120,50,1
42972,35,53,1
42973,132,22,1
42974,45,60,1
42975,174,60,1
42975,79,76,0
42976,34,62,0
42982,129,62,0
42983,153,59,1
42984,38,72,0
42985,78,59,0
42986,43,85,0
42987,34,63,0
42990,107,91,0
42991,27,74,1
42992,185,68,0
42993,60,68,1
42993,183,61,1
42994,146,58,0
42994,85,61,1
42999,146,50,0
43008,153,71,0
43010,70,59,0
43011,168,69,0
43028,141,56,1
43033,109,56,0
43037,61,108,1
43039,141,52,0
43040,97,75,0
43048,216,5,0
43050,88,73,0
43054,56,74,0
43060,96,82,1
43061,156,82,1
43061,173,58,1
43063,177,58,1
43064,113,15,1
43064,110,91,0
43066,58,73,0
43072,74,76,0
43079,149,72,0
43093,120,57,1
43093,36,57,1
43093,36,57,1
43094,112,88,0
43096,138,76,0
43098,169,70,0
43100,171,53,0
43102,173,70,0
43103,40,85,0
43104,139,62,1
43105,157,62,1
43105,32,42,1
43106,85,67,1
43107,36,47,0
43107,163,67,0
43108,165,63,1
43109,105,63,1
43109,1,6,1
43113,83,64,1
43116,95,64,1
43118,124,30,1
43119,38,56,1
43127,126,68,1
43129,58,68,1
43131,119,85,0
43139,99,98,0
43141,128,83,0
43144,61,75,0
43144,111,84,0
43146,191,67,0
43147,145,60,1
43148,176,60,1
43149,64,75,0
43150,163,59,1
43154,135,59,1
43154,93,58,0
43155,147,71,0
43162,192,66,0
43172,49,57,1
43173,47,57,1
43174,130,19,1
43176,36,42,1
43177,36,42,1
43178,143,57,0
43179,50,73,0
43180,106,95,0
43182,122,85,0
43184,61,58,0
43187,37,51,0
43190,138,52,0
43191,131,81,0
43193,101,63,1
43194,156,63,1
43194,172,55,1
43198,75,69,1
43206,50,69,1
43206,70,65,1
43207,122,81,0
43211,46,74,0
43215,164,53,0
43217,140,71,0
43220,84,15,1
43222,46,83,0
43224,130,81,0
43226,161,61,1
43228,57,66,1
43233,57,74,0
43235,55,75,0
43241,162,59,1
43242,137,59,1
43243,164,59,1
43243,151,54,0
43245,144,55,1
43252,142,56,1
43252,39,56,1
43253,130,44,1
43253,47,54,0
43263,54,75,0
43274,102,60,1
43276,193,60,1
43276,104,63,1
43279,87,63,1
43279,37,55,0
43284,57,64,1
43286,181,69,0
43286,72,64,1
43287,112,58,1
43288,37,64,0
43288,149,71,0
43291,141,50,1
43294,68,76,0
43295,70,76,0
43308,89,73,0
43309,95,75,0
43310,33,56,0
43315,37,47,0
43316,52,76,0
43320,150,71,0
43322,120,85,0
43323,115,49,1
43327,167,70,0
43328,145,62,1
43336,147,72,0
43337,190,66,0
43338,130,66,1
43339,58,66,1
43339,123,85,0
43342,145,71,0
43343,138,54,0
43346,136,59,1
43347,78,68,1
43355,38,63,0
43355,43,63,1
43357,41,54,0
43361,102,76,0
43367,85,64,1
43368,76,64,1
43371,158,61,1
43372,58,95,1
43376,93,95,1
43376,104,57,0
43377,120,40,1
43379,34,40,1
43380,73,76,0
43389,145,50,1
43391,135,50,1
43391,90,63,1
43392,97,63,1
43393,106,60,1
43399,115,55,1
43403,111,86,0
43404,167,58,1
43412,97,65,1
43414,96,65,1
43415,50,61,0
43415,49,80,0
43417,165,70,0
43418,36,65,0
43419,36,62,0
43421,166,70,0
43422,129,19,1
43423,125,83,0
43430,39,55,0
43431,184,61,1
43440,92,58,0
43440,144,60,1
43444,152,60,1
43445,193,63,1
43445,35,64,1
43446,112,87,0
43449,133,46,0
43450,148,70,0
43457,111,62,1
43461,189,62,1
43461,40,69,1
43461,137,20,1
43463,162,70,0
43464,33,57,1
43467,48,57,1
43467,34,57,1
43469,57,75,0
43471,69,65,1
43473,34,65,1
43479,177,47,1
43481,39,58,0
43485,115,84,0
43488,39,45,1
43492,168,70,0
43493,100,76,0
43494,146,60,1
43496,88,60,1
43497,185,60,1
43497,145,57,0
43498,168,52,0
43499,34,52,1
43509,81,68,1
43511,113,68,1
43514,64,89,1
43517,59,89,1
43517,78,76,0
43524,61,76,0
43525,99,57,0
43547,133,19,1
43548,101,57,0
43549,40,56,1
43551,127,63,0
43551,98,99,0
43553,71,76,0
43554,170,63,1
43556,189,59,1
43557,103,98,0
43561,141,58,0
43563,93,96,1
43566,133,79,0
43568,93,75,0
43569,51,74,0
43571,87,68,1
43574,171,69,0
43575,35,63,0
43576,121,85,0
43578,172,53,0
43581,121,50,0
43583,39,61,1
43584,50,57,1
43585,50,57,1
43586,185,69,0
43586,61,29,1
43588,40,58,0
43591,34,55,0
43597,163,53,0
43603,128,82,0
43605,80,75,0
43606,30,48,0
43607,156,71,0
43609,202,82,1
43610,129,82,0
43612,70,71,0
43615,142,60,1
43617,49,72,0
43618,80,64,1
43623,42,64,1
43623,58,67,1
43628,128,24,1
43629,123,34,1
43635,102,97,0
43637,99,75,0
43645,104,89,0
43648,114,51,1
43654,102,77,0
43659,106,96,0
43660,150,62,1
43662,187,62,1
43663,148,62,1
43668,108,63,1
43669,99,63,1
43670,32,57,1
43672,178,57,1
43672,183,69,0
43676,127,68,1
43678,63,68,1
43682,38,85,0
43688,42,60,0
43701,120,62,0
43706,108,84,0
43709,75,65,1
43710,87,75,0
43713,63,74,0
43714,40,53,1
43715,186,68,0
43718,141,53,0
43719,170,70,0
43722,61,108,1
43724,105,64,1
43725,180,64,0
43726,124,38,1
43727,63,76,0
43728,50,79,0
43729,128,64,0
43730,124,83,0
43731,129,55,0
43734,38,60,0
43737,140,59,0
43738,35,57,1
43739,104,76,0
43740,106,93,0
43741,38,62,1
43744,52,72,0
43747,191,66,0
43754,65,54,1
43756,180,54,1
43756,47,70,1
43757,41,56,1
43760,194,65,0
43763,62,96,1
43768,108,62,1
43769,143,55,1
43773,113,55,1
43775,155,60,1
43777,180,60,1
43778,177,60,1
43781,36,43,1
43783,62,43,1
43783,36,43,1
43784,136,59,1
43786,168,59,1
43787,138,50,1
43790,143,50,1
43790,83,20,1
43794,73,69,1
43794,111,69,1
43799,95,58,0
43802,20,6,0
43803,36,48,0
43804,138,56,0
43805,139,56,1
43805,43,62,1
43808,37,62,1
